nrg_bal,geo_code,year,share_ren_pct,data_flag,sector,geo_name,region,is_eu27_member,yoy_change,gap_to_target_pp,required_pace,recent_pace,pace_status
REN_ELC,DE,2004,9.436,,Electricity,Germany,West,True,,20.026,3.338,0.846,Far behind
REN_ELC,DE,2005,10.577,,Electricity,Germany,West,True,1.141,20.026,3.338,0.846,Far behind
REN_ELC,DE,2006,11.944,,Electricity,Germany,West,True,1.367,20.026,3.338,0.846,Far behind
REN_ELC,DE,2007,13.727,,Electricity,Germany,West,True,1.783,20.026,3.338,0.846,Far behind
REN_ELC,DE,2008,15.141,,Electricity,Germany,West,True,1.414,20.026,3.338,0.846,Far behind
REN_ELC,DE,2009,17.521,,Electricity,Germany,West,True,2.38,20.026,3.338,0.846,Far behind
REN_ELC,DE,2010,18.241,,Electricity,Germany,West,True,0.72,20.026,3.338,0.846,Far behind
REN_ELC,DE,2011,20.93,,Electricity,Germany,West,True,2.689,20.026,3.338,0.846,Far behind
REN_ELC,DE,2012,23.605,,Electricity,Germany,West,True,2.675,20.026,3.338,0.846,Far behind
REN_ELC,DE,2013,25.284,,Electricity,Germany,West,True,1.679,20.026,3.338,0.846,Far behind
REN_ELC,DE,2014,28.171,,Electricity,Germany,West,True,2.887,20.026,3.338,0.846,Far behind
REN_ELC,DE,2015,30.882,,Electricity,Germany,West,True,2.711,20.026,3.338,0.846,Far behind
REN_ELC,DE,2016,32.273,,Electricity,Germany,West,True,1.391,20.026,3.338,0.846,Far behind
REN_ELC,DE,2017,34.612,,Electricity,Germany,West,True,2.339,20.026,3.338,0.846,Far behind
REN_ELC,DE,2018,37.591,,Electricity,Germany,West,True,2.979,20.026,3.338,0.846,Far behind
REN_ELC,DE,2019,40.604,,Electricity,Germany,West,True,3.013,20.026,3.338,0.846,Far behind
REN_ELC,DE,2020,44.215,,Electricity,Germany,West,True,3.611,20.026,3.338,0.846,Far behind
REN_ELC,DE,2021,43.964,,Electricity,Germany,West,True,-0.251,20.026,3.338,0.846,Far behind
REN_ELC,DE,2022,48.041,,Electricity,Germany,West,True,4.077,20.026,3.338,0.846,Far behind
REN_ELC,DE,2023,51.945,,Electricity,Germany,West,True,3.904,20.026,3.338,0.846,Far behind
REN_ELC,DE,2024,54.084,,Electricity,Germany,West,True,2.139,20.026,3.338,0.846,Far behind
REN_ELC,DK,2004,23.754,,Electricity,Denmark,North,True,,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2005,24.647,,Electricity,Denmark,North,True,0.893,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2006,23.966,,Electricity,Denmark,North,True,-0.681,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2007,25.001,,Electricity,Denmark,North,True,1.035,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2008,25.936,,Electricity,Denmark,North,True,0.935,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2009,28.257,,Electricity,Denmark,North,True,2.321,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2010,32.735,,Electricity,Denmark,North,True,4.478,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2011,35.874,,Electricity,Denmark,North,True,3.139,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2012,38.716,,Electricity,Denmark,North,True,2.842,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2013,43.084,,Electricity,Denmark,North,True,4.368,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2014,48.493,,Electricity,Denmark,North,True,5.409,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2015,51.292,,Electricity,Denmark,North,True,2.799,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2016,53.717,,Electricity,Denmark,North,True,2.425,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2017,59.94,,Electricity,Denmark,North,True,6.223,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2018,62.394,,Electricity,Denmark,North,True,2.454,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2019,65.347,,Electricity,Denmark,North,True,2.953,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2020,65.323,,Electricity,Denmark,North,True,-0.024,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2021,73.181,,Electricity,Denmark,North,True,7.858,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2022,76.708,,Electricity,Denmark,North,True,3.527,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2023,78.975,,Electricity,Denmark,North,True,2.267,-3.961,0.0,3.695,At or above target
REN_ELC,DK,2024,79.655,,Electricity,Denmark,North,True,0.68,-3.961,0.0,3.695,At or above target
REN_ELC,EE,2004,0.546,,Electricity,Estonia,North,True,,0.268,0.045,3.041,On track
REN_ELC,EE,2005,1.127,,Electricity,Estonia,North,True,0.581,0.268,0.045,3.041,On track
REN_ELC,EE,2006,1.428,,Electricity,Estonia,North,True,0.301,0.268,0.045,3.041,On track
REN_ELC,EE,2007,1.432,,Electricity,Estonia,North,True,0.004,0.268,0.045,3.041,On track
REN_ELC,EE,2008,1.972,,Electricity,Estonia,North,True,0.54,0.268,0.045,3.041,On track
REN_ELC,EE,2009,5.966,,Electricity,Estonia,North,True,3.994,0.268,0.045,3.041,On track
REN_ELC,EE,2010,10.294,,Electricity,Estonia,North,True,4.328,0.268,0.045,3.041,On track
REN_ELC,EE,2011,12.199,,Electricity,Estonia,North,True,1.905,0.268,0.045,3.041,On track
REN_ELC,EE,2012,15.67,,Electricity,Estonia,North,True,3.471,0.268,0.045,3.041,On track
REN_ELC,EE,2013,12.948,,Electricity,Estonia,North,True,-2.722,0.268,0.045,3.041,On track
REN_ELC,EE,2014,14.017,,Electricity,Estonia,North,True,1.069,0.268,0.045,3.041,On track
REN_ELC,EE,2015,16.152,,Electricity,Estonia,North,True,2.135,0.268,0.045,3.041,On track
REN_ELC,EE,2016,16.194,,Electricity,Estonia,North,True,0.042,0.268,0.045,3.041,On track
REN_ELC,EE,2017,17.583,,Electricity,Estonia,North,True,1.389,0.268,0.045,3.041,On track
REN_ELC,EE,2018,19.679,,Electricity,Estonia,North,True,2.096,0.268,0.045,3.041,On track
REN_ELC,EE,2019,21.998,,Electricity,Estonia,North,True,2.319,0.268,0.045,3.041,On track
REN_ELC,EE,2020,28.293,,Electricity,Estonia,North,True,6.295,0.268,0.045,3.041,On track
REN_ELC,EE,2021,29.197,,Electricity,Estonia,North,True,0.904,0.268,0.045,3.041,On track
REN_ELC,EE,2022,29.115,,Electricity,Estonia,North,True,-0.082,0.268,0.045,3.041,On track
REN_ELC,EE,2023,31.845,,Electricity,Estonia,North,True,2.73,0.268,0.045,3.041,On track
REN_ELC,EE,2024,38.882,,Electricity,Estonia,North,True,7.037,0.268,0.045,3.041,On track
REN_ELC,EL,2004,7.842,,Electricity,Greece,South,True,,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2005,8.213,,Electricity,Greece,South,True,0.371,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2006,8.924,,Electricity,Greece,South,True,0.711,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2007,9.33,,Electricity,Greece,South,True,0.406,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2008,9.646,,Electricity,Greece,South,True,0.316,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2009,11.016,,Electricity,Greece,South,True,1.37,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2010,12.307,,Electricity,Greece,South,True,1.291,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2011,13.81,,Electricity,Greece,South,True,1.503,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2012,16.364,,Electricity,Greece,South,True,2.554,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2013,21.241,,Electricity,Greece,South,True,4.877,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2014,21.923,,Electricity,Greece,South,True,0.682,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2015,22.089,,Electricity,Greece,South,True,0.166,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2016,22.657,,Electricity,Greece,South,True,0.568,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2017,24.464,,Electricity,Greece,South,True,1.807,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2018,26.001,,Electricity,Greece,South,True,1.537,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2019,31.295,,Electricity,Greece,South,True,5.294,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2020,35.856,,Electricity,Greece,South,True,4.561,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2021,35.881,,Electricity,Greece,South,True,0.025,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2022,42.361,,Electricity,Greece,South,True,6.48,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2023,48.225,,Electricity,Greece,South,True,5.864,17.136,2.856,0.904,Needs acceleration
REN_ELC,EL,2024,51.248,,Electricity,Greece,South,True,3.023,17.136,2.856,0.904,Needs acceleration
REN_ELC,ES,2004,19.018,,Electricity,Spain,South,True,,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2005,19.166,,Electricity,Spain,South,True,0.148,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2006,20.027,,Electricity,Spain,South,True,0.861,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2007,21.718,,Electricity,Spain,South,True,1.691,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2008,23.777,,Electricity,Spain,South,True,2.059,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2009,27.882,,Electricity,Spain,South,True,4.105,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2010,29.748,,Electricity,Spain,South,True,1.866,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2011,31.53,,Electricity,Spain,South,True,1.782,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2012,33.438,,Electricity,Spain,South,True,1.908,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2013,36.027,,Electricity,Spain,South,True,2.589,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2014,37.128,,Electricity,Spain,South,True,1.101,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2015,36.972,,Electricity,Spain,South,True,-0.156,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2016,36.676,,Electricity,Spain,South,True,-0.296,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2017,36.465,,Electricity,Spain,South,True,-0.211,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2018,35.236,,Electricity,Spain,South,True,-1.229,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2019,37.131,,Electricity,Spain,South,True,1.895,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2020,42.944,,Electricity,Spain,South,True,5.813,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2021,45.994,,Electricity,Spain,South,True,3.05,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2022,50.888,,Electricity,Spain,South,True,4.894,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2023,56.915,,Electricity,Spain,South,True,6.027,17.083,2.847,1.049,Needs acceleration
REN_ELC,ES,2024,59.673,,Electricity,Spain,South,True,2.758,17.083,2.847,1.049,Needs acceleration
REN_ELC,EU27_2020,2004,15.871,,Electricity,EU-27,EU-27 (aggregate),False,,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2005,16.402,,Electricity,EU-27,EU-27 (aggregate),False,0.531,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2006,16.879,,Electricity,EU-27,EU-27 (aggregate),False,0.477,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2007,17.647,,Electricity,EU-27,EU-27 (aggregate),False,0.768,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2008,18.526,,Electricity,EU-27,EU-27 (aggregate),False,0.879,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2009,20.654,,Electricity,EU-27,EU-27 (aggregate),False,2.128,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2010,21.283,,Electricity,EU-27,EU-27 (aggregate),False,0.629,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2011,23.3,,Electricity,EU-27,EU-27 (aggregate),False,2.017,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2012,25.138,,Electricity,EU-27,EU-27 (aggregate),False,1.838,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2013,26.769,,Electricity,EU-27,EU-27 (aggregate),False,1.631,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2014,28.601,,Electricity,EU-27,EU-27 (aggregate),False,1.832,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2015,29.655,,Electricity,EU-27,EU-27 (aggregate),False,1.054,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2016,30.172,,Electricity,EU-27,EU-27 (aggregate),False,0.517,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2017,31.104,,Electricity,EU-27,EU-27 (aggregate),False,0.932,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2018,32.134,,Electricity,EU-27,EU-27 (aggregate),False,1.03,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2019,34.086,,Electricity,EU-27,EU-27 (aggregate),False,1.952,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2020,37.408,,Electricity,EU-27,EU-27 (aggregate),False,3.322,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2021,37.793,,Electricity,EU-27,EU-27 (aggregate),False,0.385,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2022,41.239,,Electricity,EU-27,EU-27 (aggregate),False,3.446,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2023,45.397,,Electricity,EU-27,EU-27 (aggregate),False,4.158,17.259,2.876,0.801,Needs acceleration
REN_ELC,EU27_2020,2024,47.503,,Electricity,EU-27,EU-27 (aggregate),False,2.106,17.259,2.876,0.801,Needs acceleration
REN_ELC,FI,2004,26.711,,Electricity,Finland,North,True,,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2005,26.918,,Electricity,Finland,North,True,0.207,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2006,26.42,,Electricity,Finland,North,True,-0.498,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2007,25.468,,Electricity,Finland,North,True,-0.952,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2008,26.745,,Electricity,Finland,North,True,1.277,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2009,26.821,,Electricity,Finland,North,True,0.076,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2010,27.216,,Electricity,Finland,North,True,0.395,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2011,28.964,,Electricity,Finland,North,True,1.748,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2012,29.11,,Electricity,Finland,North,True,0.146,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2013,30.543,,Electricity,Finland,North,True,1.433,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2014,31.114,,Electricity,Finland,North,True,0.571,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2015,32.207,,Electricity,Finland,North,True,1.093,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2016,32.716,,Electricity,Finland,North,True,0.509,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2017,35.044,,Electricity,Finland,North,True,2.328,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2018,36.539,,Electricity,Finland,North,True,1.495,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2019,37.969,,Electricity,Finland,North,True,1.43,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2020,39.564,,Electricity,Finland,North,True,1.595,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2021,39.583,,Electricity,Finland,North,True,0.019,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2022,47.966,,Electricity,Finland,North,True,8.383,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2023,52.374,,Electricity,Finland,North,True,4.408,-9.624,0.0,2.046,At or above target
REN_ELC,FI,2024,54.309,,Electricity,Finland,North,True,1.935,-9.624,0.0,2.046,At or above target
REN_ELC,FR,2004,13.782,,Electricity,France,West,True,,19.271,3.212,1.03,Far behind
REN_ELC,FR,2005,13.738,,Electricity,France,West,True,-0.044,19.271,3.212,1.03,Far behind
REN_ELC,FR,2006,14.058,,Electricity,France,West,True,0.32,19.271,3.212,1.03,Far behind
REN_ELC,FR,2007,14.289,,Electricity,France,West,True,0.231,19.271,3.212,1.03,Far behind
REN_ELC,FR,2008,14.358,,Electricity,France,West,True,0.069,19.271,3.212,1.03,Far behind
REN_ELC,FR,2009,15.088,,Electricity,France,West,True,0.73,19.271,3.212,1.03,Far behind
REN_ELC,FR,2010,14.815,,Electricity,France,West,True,-0.273,19.271,3.212,1.03,Far behind
REN_ELC,FR,2011,16.179,,Electricity,France,West,True,1.364,19.271,3.212,1.03,Far behind
REN_ELC,FR,2012,16.548,,Electricity,France,West,True,0.369,19.271,3.212,1.03,Far behind
REN_ELC,FR,2013,16.977,,Electricity,France,West,True,0.429,19.271,3.212,1.03,Far behind
REN_ELC,FR,2014,18.465,,Electricity,France,West,True,1.488,19.271,3.212,1.03,Far behind
REN_ELC,FR,2015,18.821,,Electricity,France,West,True,0.356,19.271,3.212,1.03,Far behind
REN_ELC,FR,2016,19.209,,Electricity,France,West,True,0.388,19.271,3.212,1.03,Far behind
REN_ELC,FR,2017,19.933,,Electricity,France,West,True,0.724,19.271,3.212,1.03,Far behind
REN_ELC,FR,2018,21.131,,Electricity,France,West,True,1.198,19.271,3.212,1.03,Far behind
REN_ELC,FR,2019,22.389,,Electricity,France,West,True,1.258,19.271,3.212,1.03,Far behind
REN_ELC,FR,2020,24.819,,Electricity,France,West,True,2.43,19.271,3.212,1.03,Far behind
REN_ELC,FR,2021,24.815,,Electricity,France,West,True,-0.004,19.271,3.212,1.03,Far behind
REN_ELC,FR,2022,27.36,,Electricity,France,West,True,2.545,19.271,3.212,1.03,Far behind
REN_ELC,FR,2023,30.295,,Electricity,France,West,True,2.935,19.271,3.212,1.03,Far behind
REN_ELC,FR,2024,31.344,,Electricity,France,West,True,1.049,19.271,3.212,1.03,Far behind
REN_ELC,HR,2004,35.027,,Electricity,Croatia,South,True,,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2005,35.184,,Electricity,Croatia,South,True,0.157,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2006,34.818,,Electricity,Croatia,South,True,-0.366,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2007,33.976,,Electricity,Croatia,South,True,-0.842,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2008,33.865,,Electricity,Croatia,South,True,-0.111,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2009,35.877,,Electricity,Croatia,South,True,2.012,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2010,37.52,,Electricity,Croatia,South,True,1.643,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2011,37.592,,Electricity,Croatia,South,True,0.072,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2012,38.764,,Electricity,Croatia,South,True,1.172,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2013,42.077,,Electricity,Croatia,South,True,3.313,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2014,45.241,,Electricity,Croatia,South,True,3.164,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2015,45.409,,Electricity,Croatia,South,True,0.168,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2016,46.667,,Electricity,Croatia,South,True,1.258,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2017,46.437,,Electricity,Croatia,South,True,-0.23,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2018,48.139,,Electricity,Croatia,South,True,1.702,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2019,49.783,,Electricity,Croatia,South,True,1.644,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2020,53.816,,Electricity,Croatia,South,True,4.033,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2021,53.471,,Electricity,Croatia,South,True,-0.345,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2022,56.245,,Electricity,Croatia,South,True,2.774,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2023,57.518,,Electricity,Croatia,South,True,1.273,16.023,2.67,-1.136,Far behind
REN_ELC,HR,2024,58.04,,Electricity,Croatia,South,True,0.522,16.023,2.67,-1.136,Far behind
REN_ELC,HU,2004,2.22,,Electricity,Hungary,East,True,,24.236,4.039,1.104,Far behind
REN_ELC,HU,2005,4.419,,Electricity,Hungary,East,True,2.199,24.236,4.039,1.104,Far behind
REN_ELC,HU,2006,3.453,,Electricity,Hungary,East,True,-0.966,24.236,4.039,1.104,Far behind
REN_ELC,HU,2007,4.193,,Electricity,Hungary,East,True,0.74,24.236,4.039,1.104,Far behind
REN_ELC,HU,2008,5.317,,Electricity,Hungary,East,True,1.124,24.236,4.039,1.104,Far behind
REN_ELC,HU,2009,6.958,,Electricity,Hungary,East,True,1.641,24.236,4.039,1.104,Far behind
REN_ELC,HU,2010,7.103,,Electricity,Hungary,East,True,0.145,24.236,4.039,1.104,Far behind
REN_ELC,HU,2011,6.379,,Electricity,Hungary,East,True,-0.724,24.236,4.039,1.104,Far behind
REN_ELC,HU,2012,6.057,,Electricity,Hungary,East,True,-0.322,24.236,4.039,1.104,Far behind
REN_ELC,HU,2013,6.6,,Electricity,Hungary,East,True,0.543,24.236,4.039,1.104,Far behind
REN_ELC,HU,2014,7.305,,Electricity,Hungary,East,True,0.705,24.236,4.039,1.104,Far behind
REN_ELC,HU,2015,7.341,,Electricity,Hungary,East,True,0.036,24.236,4.039,1.104,Far behind
REN_ELC,HU,2016,7.292,,Electricity,Hungary,East,True,-0.049,24.236,4.039,1.104,Far behind
REN_ELC,HU,2017,7.513,,Electricity,Hungary,East,True,0.221,24.236,4.039,1.104,Far behind
REN_ELC,HU,2018,8.306,,Electricity,Hungary,East,True,0.793,24.236,4.039,1.104,Far behind
REN_ELC,HU,2019,9.969,,Electricity,Hungary,East,True,1.663,24.236,4.039,1.104,Far behind
REN_ELC,HU,2020,11.904,,Electricity,Hungary,East,True,1.935,24.236,4.039,1.104,Far behind
REN_ELC,HU,2021,13.66,,Electricity,Hungary,East,True,1.756,24.236,4.039,1.104,Far behind
REN_ELC,HU,2022,15.333,,Electricity,Hungary,East,True,1.673,24.236,4.039,1.104,Far behind
REN_ELC,HU,2023,19.537,,Electricity,Hungary,East,True,4.204,24.236,4.039,1.104,Far behind
REN_ELC,HU,2024,24.056,,Electricity,Hungary,East,True,4.519,24.236,4.039,1.104,Far behind
REN_ELC,IE,2004,6.031,,Electricity,Ireland,West,True,,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2005,7.196,,Electricity,Ireland,West,True,1.165,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2006,8.505,,Electricity,Ireland,West,True,1.309,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2007,9.534,,Electricity,Ireland,West,True,1.029,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2008,10.822,,Electricity,Ireland,West,True,1.288,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2009,14.061,,Electricity,Ireland,West,True,3.239,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2010,15.642,,Electricity,Ireland,West,True,1.581,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2011,18.252,,Electricity,Ireland,West,True,2.61,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2012,19.838,,Electricity,Ireland,West,True,1.586,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2013,20.96,,Electricity,Ireland,West,True,1.122,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2014,23.32,,Electricity,Ireland,West,True,2.36,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2015,25.725,,Electricity,Ireland,West,True,2.405,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2016,27.069,,Electricity,Ireland,West,True,1.344,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2017,30.318,,Electricity,Ireland,West,True,3.249,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2018,33.317,,Electricity,Ireland,West,True,2.999,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2019,36.46,,Electricity,Ireland,West,True,3.143,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2020,39.055,,Electricity,Ireland,West,True,2.595,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2021,37.665,,Electricity,Ireland,West,True,-1.39,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2022,37.387,,Electricity,Ireland,West,True,-0.278,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2023,40.43,,Electricity,Ireland,West,True,3.043,26.436,4.406,-0.024,Far behind
REN_ELC,IE,2024,41.336,,Electricity,Ireland,West,True,0.906,26.436,4.406,-0.024,Far behind
REN_ELC,IS,2004,93.148,,Electricity,Iceland,Non-EU,False,,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2005,94.928,,Electricity,Iceland,Non-EU,False,1.78,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2006,93.497,,Electricity,Iceland,Non-EU,False,-1.431,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2007,113.7,,Electricity,Iceland,Non-EU,False,20.203,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2008,90.847,,Electricity,Iceland,Non-EU,False,-22.853,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2009,92.861,,Electricity,Iceland,Non-EU,False,2.014,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2010,92.419,,Electricity,Iceland,Non-EU,False,-0.442,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2011,93.915,,Electricity,Iceland,Non-EU,False,1.496,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2012,95.422,,Electricity,Iceland,Non-EU,False,1.507,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2013,96.719,,Electricity,Iceland,Non-EU,False,1.297,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2014,97.063,,Electricity,Iceland,Non-EU,False,0.344,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2015,93.11,,Electricity,Iceland,Non-EU,False,-3.953,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2016,95.31,,Electricity,Iceland,Non-EU,False,2.2,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2017,93.376,,Electricity,Iceland,Non-EU,False,-1.934,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2018,98.497,,Electricity,Iceland,Non-EU,False,5.121,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2019,100.64,,Electricity,Iceland,Non-EU,False,2.143,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2020,102.709,,Electricity,Iceland,Non-EU,False,2.069,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2021,99.536,,Electricity,Iceland,Non-EU,False,-3.173,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2022,98.674,,Electricity,Iceland,Non-EU,False,-0.862,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2023,99.896,,Electricity,Iceland,Non-EU,False,1.222,-36.832,0.0,-1.098,At or above target
REN_ELC,IS,2024,102.443,,Electricity,Iceland,Non-EU,False,2.547,-36.832,0.0,-1.098,At or above target
REN_ELC,IT,2004,16.086,,Electricity,Italy,South,True,,23.115,3.852,-0.244,Far behind
